Source	Target	p	successes	observations	rate	expected	total source	total target	fraction source	fraction target
group_127	group_263	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	group_274	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	group_285	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	group_349	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	group_38	1.45773e-11	172	204	0.629517	128	157	53	0.769608	0.259804
group_127	group_397	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	group_410	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	group_447	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_75	group_82	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	group_85	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_127	group_500	8.56516e-07	176	204	0.719387	147	157	19	0.769608	0.0931373
group_127	group_523	3.51152e-20	192	204	0.677095	138	157	35	0.769608	0.171569
group_127	group_549	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_127	group_566	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-C0SP84-YTLA_BACSU	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-O82898-YUBF_ECO57	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_127	group_59	5.76047e-09	158	204	0.58194	119	157	71	0.769608	0.348039
group_127	group_6	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-P07620-PARA_ECOLX	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_127	group_607	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-P0A248-VIRB_SHISO	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_127	group_608	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_75	sp-P15026-ISTB_PSEAI	2.69814e-11	162	204	0.573818	117	126	38	0.617647	0.186275
group_75	sp-P23832-SAMB_SALTM	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-P26926-CAF1M_YERPE	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_75	sp-P26948-CAF1_YERPE	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_75	sp-P26949-CAF1A_YERPE	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_75	sp-P26950-CAF1R_YERPE	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_75	sp-P37415-YTL2_SALTY	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_127	group_82	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-P59696-T200_SALTY	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_127	group_85	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	9.45299e-11	161	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-P76155-TFAQ_ECOLI	3.18546e-10	160	204	0.576125	118	126	36	0.617647	0.176471
group_75	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-Q1CC63-YUBL_YERPN	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_75	sp-Q1RK58-PLD_RICBR	4.77408e-10	160	204	0.578431	118	126	34	0.617647	0.166667
group_127	sp-C0SP84-YTLA_BACSU	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-Q45618-TRA6_GEOSE	2.69814e-11	162	204	0.573818	117	126	38	0.617647	0.186275
group_75	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	2.69814e-11	162	204	0.573818	117	126	38	0.617647	0.186275
group_127	sp-O82898-YUBF_ECO57	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-Q47688-YKFC_ECOLI	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_127	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_75	sp-Q52563-STBA_PSEUB	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_127	sp-P07620-PARA_ECOLX	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-P0A248-VIRB_SHISO	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_75	sp-Q9S4X1-YUBE_ECOLI	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-Q9S4X2-YUBD_ECOLI	1.14716e-11	163	204	0.574971	117	126	37	0.617647	0.181373
group_75	sp-Q9ZGR8-YUBM_ECO57	4.13458e-11	162	204	0.576125	118	126	36	0.617647	0.176471
group_127	sp-P15026-ISTB_PSEAI	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_127	sp-P23832-SAMB_SALTM	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-P26926-CAF1M_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-P26948-CAF1_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-P26949-CAF1A_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-P26950-CAF1R_YERPE	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-P37415-YTL2_SALTY	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-P59696-T200_SALTY	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	4.65949e-19	190	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-P76155-TFAQ_ECOLI	1.31748e-19	191	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-Q1CC63-YUBL_YERPN	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_127	sp-Q1RK58-PLD_RICBR	4.74936e-19	191	204	0.679739	139	157	34	0.769608	0.166667
group_127	sp-Q45618-TRA6_GEOSE	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_127	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	7.02367e-24	195	204	0.669166	137	157	38	0.769608	0.186275
group_127	sp-Q47688-YKFC_ECOLI	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-Q52563-STBA_PSEUB	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-Q9S4X1-YUBE_ECOLI	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-Q9S4X2-YUBD_ECOLI	1.36056e-22	194	204	0.671809	137	157	37	0.769608	0.181373
group_127	sp-Q9ZGR8-YUBM_ECO57	2.32014e-21	193	204	0.674452	138	157	36	0.769608	0.176471
group_77	group_82	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	group_85	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-C0SP84-YTLA_BACSU	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-O82898-YUBF_ECO57	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P07620-PARA_ECOLX	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-P0A248-VIRB_SHISO	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-P15026-ISTB_PSEAI	3.78091e-26	199	204	0.68762	140	163	38	0.79902	0.186275
group_77	sp-P23832-SAMB_SALTM	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-P26926-CAF1M_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P26948-CAF1_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P26949-CAF1A_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P26950-CAF1R_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P37415-YTL2_SALTY	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-P59696-T200_SALTY	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.81569e-22	196	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-P76155-TFAQ_ECOLI	3.50588e-23	197	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-Q1CC63-YUBL_YERPN	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_77	sp-Q1RK58-PLD_RICBR	1.6122e-22	197	204	0.699346	143	163	34	0.79902	0.166667
group_77	sp-Q45618-TRA6_GEOSE	3.78091e-26	199	204	0.68762	140	163	38	0.79902	0.186275
group_77	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.78091e-26	199	204	0.68762	140	163	38	0.79902	0.186275
group_77	sp-Q47688-YKFC_ECOLI	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-Q52563-STBA_PSEUB	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-Q9S4X1-YUBE_ECOLI	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-Q9S4X2-YUBD_ECOLI	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_77	sp-Q9ZGR8-YUBM_ECO57	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_128	group_52	1.81648e-15	155	204	0.487889	100	93	74	0.455882	0.362745
group_128	group_608	7.77844e-07	131	204	0.472318	96	93	38	0.455882	0.186275
group_128	group_81	5.21048e-11	152	204	0.522059	107	93	153	0.455882	0.75
group_128	sp-P15026-ISTB_PSEAI	7.77844e-07	131	204	0.472318	96	93	38	0.455882	0.186275
group_128	sp-Q45618-TRA6_GEOSE	7.77844e-07	131	204	0.472318	96	93	38	0.455882	0.186275
group_128	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	7.77844e-07	131	204	0.472318	96	93	38	0.455882	0.186275
group_8	group_82	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	group_85	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-C0SP84-YTLA_BACSU	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-O82898-YUBF_ECO57	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P07620-PARA_ECOLX	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-P0A248-VIRB_SHISO	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-P15026-ISTB_PSEAI	3.60171e-11	159	204	0.558439	114	121	38	0.593137	0.186275
group_8	sp-P23832-SAMB_SALTM	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-P26926-CAF1M_YERPE	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P26948-CAF1_YERPE	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P26949-CAF1A_YERPE	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P26950-CAF1R_YERPE	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P37415-YTL2_SALTY	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-P59696-T200_SALTY	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	5.2642e-09	154	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-P76155-TFAQ_ECOLI	2.47029e-09	155	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-Q1CC63-YUBL_YERPN	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_8	sp-Q1RK58-PLD_RICBR	3.35193e-09	155	204	0.562092	115	121	34	0.593137	0.166667
group_8	sp-Q45618-TRA6_GEOSE	3.60171e-11	159	204	0.558439	114	121	38	0.593137	0.186275
group_8	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.60171e-11	159	204	0.558439	114	121	38	0.593137	0.186275
group_8	sp-Q47688-YKFC_ECOLI	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-Q52563-STBA_PSEUB	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-Q9S4X1-YUBE_ECOLI	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-Q9S4X2-YUBD_ECOLI	1.17888e-10	158	204	0.559352	114	121	37	0.593137	0.181373
group_8	sp-Q9ZGR8-YUBM_ECO57	3.72502e-10	157	204	0.560265	114	121	36	0.593137	0.176471
group_81	group_9	3.17895e-12	178	204	0.659314	135	153	37	0.75	0.181373
group_81	group_94	2.64898e-09	156	204	0.566176	116	153	75	0.75	0.367647
group_81	sp-P74007-SPOT_SYNY3	3.55789e-07	147	204	0.54902	112	153	82	0.75	0.401961
group_82	group_83	4.64036e-27	200	204	0.690552	141	37	163	0.181373	0.79902
group_82	group_99	3.41519e-08	143	204	0.512495	105	37	106	0.181373	0.519608
group_82	sp-P0A9K1-PHOH_ECOLI	1.44363e-12	167	204	0.587466	120	37	130	0.181373	0.637255
group_82	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_82	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
group_82	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
group_82	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
group_82	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
group_82	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
group_82	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_82	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.36056e-22	194	204	0.671809	137	37	157	0.181373	0.769608
group_83	group_85	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-C0SP84-YTLA_BACSU	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_129	group_607	7.82353e-07	179	204	0.737409	150	178	37	0.872549	0.181373
group_83	sp-O82898-YUBF_ECO57	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P07620-PARA_ECOLX	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-P0A248-VIRB_SHISO	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-P15026-ISTB_PSEAI	3.78091e-26	199	204	0.68762	140	163	38	0.79902	0.186275
group_83	sp-P23832-SAMB_SALTM	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-P26926-CAF1M_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P26948-CAF1_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P26949-CAF1A_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P26950-CAF1R_YERPE	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P37415-YTL2_SALTY	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-P59696-T200_SALTY	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.81569e-22	196	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-P76155-TFAQ_ECOLI	3.50588e-23	197	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-Q1CC63-YUBL_YERPN	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_83	sp-Q1RK58-PLD_RICBR	1.6122e-22	197	204	0.699346	143	163	34	0.79902	0.166667
group_83	sp-Q45618-TRA6_GEOSE	3.78091e-26	199	204	0.68762	140	163	38	0.79902	0.186275
group_83	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.78091e-26	199	204	0.68762	140	163	38	0.79902	0.186275
group_83	sp-Q47688-YKFC_ECOLI	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-Q52563-STBA_PSEUB	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-Q9S4X1-YUBE_ECOLI	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-Q9S4X2-YUBD_ECOLI	4.64036e-27	200	204	0.690552	141	163	37	0.79902	0.181373
group_83	sp-Q9ZGR8-YUBM_ECO57	1.86609e-25	199	204	0.693483	141	163	36	0.79902	0.176471
group_85	group_99	3.41519e-08	143	204	0.512495	105	37	106	0.181373	0.519608
group_85	sp-P0A9K1-PHOH_ECOLI	1.44363e-12	167	204	0.587466	120	37	130	0.181373	0.637255
group_85	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_85	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
group_85	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
group_85	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
group_85	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
group_85	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
group_85	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_85	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.36056e-22	194	204	0.671809	137	37	157	0.181373	0.769608
group_130	group_134	3.2653e-09	157	204	0.572953	117	135	56	0.661765	0.27451
group_130	group_178	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_188	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_191	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_198	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_208	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_226	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_234	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	group_24	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_241	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	group_263	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_274	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	group_285	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_349	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_38	9.54391e-08	154	204	0.57771	118	135	53	0.661765	0.259804
group_130	group_397	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_410	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_447	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	group_523	1.72358e-12	170	204	0.606257	124	135	35	0.661765	0.171569
group_130	group_549	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	group_566	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_59	3.28921e-08	150	204	0.549164	112	135	71	0.661765	0.348039
group_130	group_6	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_607	9.23009e-13	170	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_608	1.99294e-13	171	204	0.601499	123	135	38	0.661765	0.186275
group_130	group_82	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	group_85	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-C0SP84-YTLA_BACSU	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-O82898-YUBF_ECO57	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P07620-PARA_ECOLX	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-P0A248-VIRB_SHISO	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-P15026-ISTB_PSEAI	1.99294e-13	171	204	0.601499	123	135	38	0.661765	0.186275
group_130	sp-P23832-SAMB_SALTM	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-P26926-CAF1M_YERPE	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P26948-CAF1_YERPE	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P26949-CAF1A_YERPE	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P26950-CAF1R_YERPE	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P37415-YTL2_SALTY	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-P59696-T200_SALTY	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	9.23009e-13	170	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-P76155-TFAQ_ECOLI	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-Q1CC63-YUBL_YERPN	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_130	sp-Q1RK58-PLD_RICBR	7.47626e-12	169	204	0.607843	124	135	34	0.661765	0.166667
group_130	sp-Q45618-TRA6_GEOSE	1.99294e-13	171	204	0.601499	123	135	38	0.661765	0.186275
group_130	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	1.99294e-13	171	204	0.601499	123	135	38	0.661765	0.186275
group_130	sp-Q47688-YKFC_ECOLI	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-Q52563-STBA_PSEUB	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-Q9S4X1-YUBE_ECOLI	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-Q9S4X2-YUBD_ECOLI	7.89782e-14	172	204	0.603085	123	135	37	0.661765	0.181373
group_130	sp-Q9ZGR8-YUBM_ECO57	3.78293e-13	171	204	0.604671	123	135	36	0.661765	0.176471
group_131	group_134	1.13837e-09	142	204	0.486736	99	96	56	0.470588	0.27451
group_9	group_91	2.9104e-09	180	204	0.709295	145	37	169	0.181373	0.828431
group_131	group_178	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_188	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_191	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_198	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_208	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_226	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_24	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_263	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
group_131	group_285	6.67013e-07	133	204	0.481257	98	96	37	0.470588	0.181373
